iter	RMSE
344	0.4925903438
345	0.4924305901
346	0.4922700019
347	0.4914276086
348	0.490648518
349	0.4904713056
350	0.4899306633
351	0.4897415966
352	0.4891087808
353	0.4880759218
354	0.4873537252
355	0.4872098221
356	0.4851320135
357	0.4849626614
358	0.4831387334
359	0.4830063098
360	0.482840498
361	0.4813111605
362	0.4811849901
363	0.4797199986
364	0.4789004114
365	0.4787805403
366	0.4770931707
367	0.476301258
368	0.476158477
369	0.4754953109
370	0.4753552668
371	0.4745533063
372	0.4734185698
373	0.4733117531
374	0.4724075946
375	0.4722806685
376	0.470871022
377	0.4700595698
378	0.469939971
379	0.4688408943
380	0.4687518733
381	0.4681375029
382	0.4675396802
383	0.4674427993
384	0.4668359933
385	0.4665833084
386	0.4664983408
387	0.4656843127
388	0.4654592658
389	0.4648422924
390	0.4647394307
391	0.4643751775
392	0.4643004917
393	0.4629297211
394	0.4625592774
395	0.4603250176
396	0.4597838848
397	0.4596989527
398	0.4596258235
399	0.4595497874
400	0.4594749594
401	0.4593755979
402	0.4580674192
403	0.4579796771
404	0.4569845065
405	0.4564546475
406	0.4563941952
407	0.4559522093
408	0.4551239986
409	0.4550649029
410	0.4545826093
411	0.4526295195
412	0.452554261
413	0.4517499534
414	0.4508777292
415	0.4499930593
416	0.4499280267
417	0.449071573
418	0.4482012386
419	0.4471390111
420	0.4462002801
421	0.4453847315
422	0.444225832
423	0.4430528614
424	0.4412841019
425	0.4405112102
426	0.4396489162
427	0.4388702445
428	0.4378353126
429	0.43728927
430	0.4368702996
431	0.4356276762
432	0.4346849277
433	0.4341577184
434	0.4329081261
435	0.4312940495
436	0.4302769094
437	0.4291986378
438	0.4280919785
439	0.4272369115
440	0.4268906154
441	0.4262508582
442	0.4256726129
443	0.4240426467
444	0.4239586246
445	0.423284928
446	0.4225765823
447	0.4218858307
448	0.4218494839
449	0.4210047672
450	0.4203482122
451	0.4196665764
452	0.4188819894
453	0.4183368772
454	0.4180517813
455	0.4172664091
456	0.416922164
457	0.4166220595
458	0.4162857828
459	0.4156583979
460	0.4145742179
461	0.4136372402
462	0.4133805663
463	0.4124580127
464	0.4121056171
465	0.411640803
466	0.4113479061
467	0.4108061198
468	0.4094572508
469	0.4091206703
470	0.4079871192
471	0.4067187565
472	0.406130038
473	0.405563155
474	0.4041028468
475	0.4038385979
476	0.4026836038
477	0.4015108767
478	0.4009257708
479	0.4000856192
480	0.3984980928
481	0.39726172
482	0.396553761
483	0.3956708839
484	0.3941742811
485	0.3930810203
486	0.3920822448
487	0.3911662112
488	0.39018377
489	0.389648582
490	0.3885507917
491	0.3874957061
492	0.3861959861
493	0.3849797065
494	0.3844633141
495	0.3828739098
496	0.3819598551
497	0.3813738617
498	0.3803740442
499	0.3795764773
500	0.3784769421
501	0.3779385296
502	0.3768560057
503	0.3760642156
504	0.3752241105
505	0.3741254675
506	0.3733014752
507	0.3723472747
508	0.372115054
509	0.3714994969
510	0.3709477208
511	0.3701297245
512	0.3694236955
513	0.368656276
514	0.3675590417
515	0.36654899
516	0.3657032483
517	0.3645576133
518	0.363387322
519	0.3623741067
520	0.3615259213
521	0.3607932251
522	0.3603044355
523	0.3593648443
524	0.3584466355
525	0.3573701772
526	0.3566047441
527	0.3560952127
528	0.3551305026
529	0.35395398
530	0.3531564528
531	0.3522895426
532	0.3514754742
533	0.3505383202
534	0.3500687962
535	0.3492515972
536	0.3487027411
537	0.347529834
538	0.3469173195
539	0.3457804237
540	0.3446956654
541	0.3442002637
542	0.343719307
543	0.3424898302
544	0.341956117
545	0.3411515769
546	0.3401003466
547	0.3394817607
548	0.3387944272
549	0.3383028768
550	0.3376187027
551	0.3369286977
552	0.3367336189
553	0.3358641554
554	0.3346007016
555	0.3337565685
556	0.332769931
557	0.3322168399
558	0.3314563551
559	0.3309752347
560	0.3304717758
561	0.3301305099
562	0.3296599896
563	0.3290518741
564	0.3286775303
565	0.3281273688
566	0.3271424412
567	0.3267458653
568	0.326668611
569	0.3261573016
570	0.3254845445
571	0.3246993736
572	0.3238868757
573	0.3226641028
574	0.321943883
575	0.3213513888
576	0.3208478162
577	0.3207912151
578	0.3201590405
579	0.3194458587
580	0.3193109553
581	0.3185028814
582	0.3176338491
583	0.3166837696
584	0.31607639
585	0.3155742615
586	0.3148403861
587	0.3139973539
588	0.3135153727
589	0.3129693748
590	0.3124924569
591	0.3118069434
592	0.3114588763
593	0.3110346334
594	0.3103829876
595	0.3097181538
596	0.3089277526
597	0.3081244041
598	0.3078707767
599	0.3067662174
600	0.3066028848
601	0.3059838207
602	0.3055218674
603	0.3047715148
604	0.3038740887
605	0.303519154
606	0.3025792287
607	0.3020931049
608	0.3016439039
609	0.3006160019
610	0.2998268672
611	0.2997012638
612	0.2992201632
613	0.2983926743
614	0.2979618341
615	0.2973821346
616	0.297021313
617	0.2966226374
618	0.2959733969
619	0.295591437
620	0.2949791131
621	0.2946264765
622	0.2942652363
623	0.2938656054
624	0.2933831163
625	0.2929405326
626	0.292650639
627	0.2922934039
628	0.2919427001
629	0.291597086
630	0.2906453879
631	0.2902994363
632	0.2902032043
633	0.2896379964
634	0.2892678968
635	0.2891721183
636	0.2888934822
637	0.2882365104
638	0.2876932386
639	0.2874799318
640	0.2873283161
641	0.286720985
642	0.2864415861
643	0.2862468172
644	0.2861085017
645	0.2857846969
646	0.2854612793
647	0.2849880485
648	0.2842149176
649	0.2837095579
650	0.2829740421
651	0.2828133445
652	0.2826130026
653	0.2819059757
654	0.281559273
655	0.2812412413
656	0.2806764996
657	0.280293565
658	0.2797941212
659	0.2790884468
660	0.2789271769
661	0.2785313552
662	0.2783640067
663	0.2776757101
664	0.2770585107
665	0.2764979594
666	0.2760342168
667	0.2756852881
668	0.2751744575
669	0.2749931027
670	0.2745132976
671	0.2739369695
672	0.2735697112
673	0.2729176392
674	0.2725553884
675	0.2723061894
676	0.271791633
677	0.2712598478
678	0.2709935648
679	0.2706600833
680	0.2701772153
681	0.2696385585
682	0.269152708
683	0.2689866421
684	0.2687099093
685	0.2683686371
686	0.2680890322
687	0.2677687687
688	0.2672674656
689	0.2670515028
690	0.2666037271
691	0.2661587648
692	0.2659224139
693	0.265585591
694	0.2653627649
695	0.2650949682
696	0.2649342442
697	0.264389986
698	0.2641943126
699	0.2635393352
700	0.2633892268
701	0.2632295069
702	0.2630541973
703	0.2624919468
704	0.2621139157
705	0.2618353783
706	0.2614583267
707	0.2607368525
708	0.2604317687
709	0.2602357305
710	0.2598879546
711	0.2593902503
712	0.259151514
713	0.2588359815
714	0.258391043
715	0.2580623804
716	0.2575883547
717	0.2569720782
718	0.2567625533
719	0.2565699488
720	0.2564084503
721	0.2559918795
722	0.2557931126
723	0.2553989766
724	0.2550362882
725	0.2548708217
726	0.2545824996
727	0.2543525864
728	0.2539624835
729	0.253804915
730	0.2534109372
731	0.2532415267
732	0.2528636447
733	0.2526430095
734	0.2522178851
735	0.2519146953
736	0.2514293555
737	0.2511069642
738	0.2505510137
739	0.2503316218
740	0.2502210426
741	0.2499869156
742	0.2495818922
743	0.2495214568
744	0.2493246854
745	0.2492537942
746	0.249027572
747	0.2488143479
748	0.2486420641
749	0.2484397485
750	0.2480505501
751	0.2475911048
752	0.2475167947
753	0.2471751449
754	0.2469790336
755	0.2467509173
756	0.2466926517
757	0.2464664593
758	0.2461051732
759	0.2458662986
760	0.2457904016
761	0.245584622
762	0.2455192011
763	0.2453712006
764	0.2451487466
765	0.2446813524
766	0.2446191293
767	0.2443417877
768	0.2440326619
769	0.2439723038
770	0.2436407813
771	0.2432262158
772	0.2430270292
773	0.2429584563
774	0.2428568352
775	0.2425545407
776	0.2424953764
777	0.2419729676
778	0.24151855
779	0.2411558622
780	0.2410422804
781	0.2409860952
782	0.2407903843
783	0.2405540272
784	0.2403624208
785	0.2400734603
786	0.2396144201
787	0.2395586757
788	0.2394209378
789	0.2391566004
790	0.2385479241
791	0.2382632427
792	0.2380259695
793	0.2378605702
794	0.2371826076
795	0.2368956281
796	0.2368408786
797	0.2367380672
798	0.2364805437
799	0.2361350842
800	0.2360188668
801	0.235825037
802	0.2351778784
803	0.2345604062
804	0.2343142221
805	0.2340969845
806	0.2339597003
807	0.2337875681
808	0.2331745963
809	0.2329829924
810	0.2327944356
811	0.2324570272
812	0.2323485868
813	0.2322019781
814	0.2318170427
815	0.2315993606
816	0.2312717743
817	0.2311174009
818	0.2309499597
819	0.2307831779
820	0.2305715328
821	0.2304042546
822	0.2303051044
823	0.2300448234
824	0.2299482483
825	0.2297323177
826	0.2295671517
827	0.2292362155
828	0.2289622653
829	0.2286460832
830	0.2284537549
831	0.2283135935
832	0.2280839847
833	0.2278774052
834	0.2278089636
835	0.2274107348
836	0.2269452266
837	0.2268004202
838	0.2266771927
839	0.2262929325
840	0.2257168052
841	0.2254768811
842	0.2251297622
843	0.2249137289
844	0.2246243284
845	0.2244657366
846	0.2242526814
847	0.2240970467
848	0.2239310466
849	0.2236524766
850	0.2234655482
851	0.2231543073
852	0.2229410331
853	0.2228041262
854	0.2225039668
855	0.2224231444
856	0.2221588584
857	0.2221122455
858	0.221999539
859	0.2215052556
860	0.2210151469
861	0.2208420056
862	0.220691305
863	0.220556685
864	0.2203285707
865	0.2201354098
866	0.2197230012
867	0.2192700072
868	0.218857633
869	0.218779461
870	0.2186078086
871	0.2184246012
872	0.2182402033
873	0.2179880052
874	0.2177537053
875	0.2176356109
876	0.2175844354
877	0.2174418496
878	0.217160087
879	0.2168789078
880	0.2166538367
881	0.216418367
882	0.2163356155
883	0.2162320975
884	0.2161503978
885	0.2157320692
886	0.2152857243
887	0.2148856784
888	0.2148076563
889	0.2143592303
890	0.2140274299
891	0.2139429219
892	0.2136219162
893	0.2135285673
894	0.2134539275
895	0.2133162516
896	0.2131362525
897	0.2128969622
898	0.2125379555
899	0.2123364229
900	0.2120956591
901	0.2120361897
902	0.2117637759
903	0.2116890645
904	0.2116140785
905	0.2115402788
906	0.2113812609
907	0.2112204891
908	0.2110696602
909	0.2109993164
910	0.2108682701
911	0.2107372961
912	0.2105853042
913	0.2104388775
914	0.2103869049
915	0.2102723115
916	0.2099931228
917	0.2094178021
918	0.209203127
919	0.208863162
920	0.208702971
921	0.2083823198
922	0.2083096286
923	0.208183498
924	0.2077551902
925	0.2076746688
926	0.2075086419
927	0.2073386391
928	0.2071720011
929	0.2070290016
930	0.2069283948
931	0.2065953667
932	0.2064625659
933	0.2061595162
934	0.205983154
935	0.2058468165
936	0.2056823511
937	0.2055813201
938	0.2055087909
939	0.2053440316
940	0.2052756856
941	0.2050787414
942	0.2050403716
943	0.2048438224
944	0.2045997296
945	0.2043594311
946	0.2042584644
947	0.2041855598
948	0.2038986198
949	0.2036785262
950	0.2033583239
951	0.203211562
952	0.2031304226
953	0.2029791819
954	0.2026906101
955	0.20245378
956	0.2021305833
957	0.2020064465
958	0.2018524889
959	0.2016220147
960	0.2014095288
961	0.2011417775
962	0.2010848844
963	0.2008577153
964	0.2006635665
965	0.2005614618
966	0.2005458212
967	0.2000321221
968	0.1998480159
969	0.1996382229
970	0.1995763669
971	0.1992986035
972	0.1990628344
973	0.1990260037
974	0.1988405807
975	0.1985391178
976	0.1981563971
977	0.1980753906
978	0.197987863
979	0.1977207718
980	0.1976449452
981	0.1975131306
982	0.1974144747
983	0.1972136299
984	0.1971684494
985	0.1970314294
986	0.1968698538
987	0.1966746097
988	0.1964271082
989	0.1961629119
990	0.1959125413
991	0.1956598684
992	0.195593915
993	0.1953117139
994	0.195187091
995	0.1950819704
996	0.1950161347
997	0.1947260138
998	0.1945167829
999	0.1944565216
